order_detail_id,order_id,product_id,quantity,discount,sales,cost,profit
45,7866,284,4,0,15698.76,13941.66,1757.1
46,1239,286,3,0,19491.98,17909.26,1582.72
47,5211,544,2,0,13362.03,12307.64,1054.39
48,9201,48,2,15,3746.54,3542.38,204.16
49,3144,21,5,10,13940.54,12248.72,1691.82
50,8121,516,2,5,21744.85,18806.47,2938.38
51,1528,274,2,30,20396.83,15537.01,4859.82
52,4368,132,3,10,9797.47,5958.13,3839.34
53,3228,417,5,30,18115.87,11219.73,6896.14
54,9624,289,5,10,18661.55,16533.2,2128.35
55,6875,183,4,0,11289.87,8608.73,2681.14
56,1510,134,5,10,8508.75,6830.89,1677.86
57,8977,354,3,20,23356.07,18016.93,5339.14
58,1218,73,4,15,23969.84,14305.3,9664.54
59,1408,62,1,10,9442.62,8228.79,1213.83
60,7561,480,5,10,2579.86,1666.63,913.23
61,6330,345,3,30,22809.93,18883.11,3926.82
62,6320,368,3,15,15835.86,12357.72,3478.14
63,5779,187,2,15,5622.22,4178.5,1443.72
64,4240,331,4,15,6545.77,5530.68,1015.09
65,3058,75,3,10,17444.85,15259.76,2185.09
66,1066,391,5,0,10554.29,6857.35,3696.94
67,6972,114,3,30,17521.15,13155.39,4365.76
68,4331,105,2,20,13108.56,10383.78,2724.78
69,239,300,1,5,18934.51,12904.97,6029.54
70,3991,222,2,10,20125.7,14086.23,6039.47
71,6068,15,2,20,3916.66,3202.86,713.8
72,4847,545,5,30,24612.92,17675.94,-486.91
73,9089,204,5,30,24398.97,16867.28,7531.69
74,8093,377,5,5,3014.28,2785.87,228.41
75,4163,79,5,30,17796.95,10887.41,6909.54
76,3818,414,3,10,23116.38,20944.38,2172
77,2781,479,2,5,12829.76,11300.57,1529.19
78,4586,201,3,0,7024.04,5498.42,1525.62
79,4125,253,5,0,15778.98,10896.14,4882.84
80,2623,273,3,10,7990.82,6978.4,1012.42
81,6178,510,2,10,20160.63,13467.92,6692.71
82,4918,550,4,15,14791.19,10658.12,4133.07
83,4424,430,3,0,1097.63,1032.99,64.64
84,154,576,5,30,7313.52,4324.77,-275.62
85,8997,129,4,5,1726.23,1030.04,696.19
86,1319,456,4,10,11204.48,7743.75,3460.73
87,5421,225,3,20,13564.65,12038.58,1526.07
88,6620,106,5,30,17793.79,15482.14,-714.37
89,454,384,5,20,1997.53,1854.97,142.56
90,7246,332,4,15,11250.33,9707.59,1542.74
91,7645,87,5,10,12672.45,7564.93,5107.52
92,8438,262,2,10,17473.97,13029.97,4444
93,1216,24,3,20,6330.59,4698.18,1632.41
94,10,383,5,15,2270.49,1945.53,324.96
95,6396,391,4,15,16016.89,12615.14,3401.75
96,9134,544,4,20,890.17,767.52,-419.49
97,9679,467,5,10,6036.39,3327.08,2709.31
98,6391,32,4,20,9466.47,7523.99,1942.48
99,1231,568,1,10,17530.63,15670.53,1860.1
100,8339,113,2,10,24480.73,19277.04,5203.69
101,1382,54,3,0,16787.85,14878,1909.85
102,4050,328,2,15,7532.59,6512.22,1020.37
103,1498,450,2,5,9681.46,6101.43,3580.03
104,9677,353,4,20,15993.95,10770.62,-119.15
105,7941,112,2,30,23504.7,13377.76,10126.94
106,4217,251,2,30,24408.04,17069.08,7338.96
107,2180,124,1,15,24555.86,18590.58,5965.28
108,8093,587,2,20,6203,3413.85,-709.12
109,2666,319,1,20,23750.6,16610.85,-290.67
110,2526,540,1,30,9792.85,6409.95,3382.9
111,8754,134,1,5,4593.01,3149.29,1443.72
112,7467,269,3,0,20400.16,18354.66,2045.5
113,8156,20,3,15,3661.79,2142.47,1519.32
114,6954,197,1,10,19296.32,12043.84,7252.48
115,6483,568,1,5,13389.1,11585.22,1803.88
116,9553,360,4,10,8624.42,7284.83,1339.59
117,6902,85,4,10,9276.94,5976.6,3300.34
118,6768,144,3,10,5538.75,3048.32,2490.43
119,8295,115,1,10,15375.97,11985.21,3390.76
120,2086,382,1,10,3975.63,2193,1782.63
121,6027,144,5,5,13684.66,12242.1,1442.56
122,3744,514,4,0,8347.35,5518.89,2828.46
123,7502,345,4,0,4899.94,3345.37,1554.57
124,878,565,2,10,6229.89,4766.17,1463.72
125,1244,56,5,30,451.13,373.48,77.65
126,2837,422,1,15,21298.98,19340.02,1958.96
127,4916,388,3,20,1848.72,1156.87,691.85
128,1569,78,1,5,3454.87,2590.82,864.05
129,8663,503,5,0,10779.79,6237.95,4541.84
130,2649,136,5,0,19038.61,13158.66,5879.95
131,4589,54,5,20,14409.51,12980.21,1429.3
132,5264,198,1,30,1606.49,1350.91,255.58
133,9027,237,1,5,16047.13,14711.59,1335.54
134,9145,143,4,30,4708.72,3819.96,888.76
135,3401,482,4,15,11534.29,9491.96,2042.33
136,778,6,2,10,16779.2,13060.67,3718.53
137,1113,270,2,5,8804.15,6409.34,2394.81
138,3476,288,3,15,16991.31,12671.82,4319.49
139,6839,118,3,20,9061.33,8191.89,-674.47
140,3369,221,1,10,3520.76,3165.68,355.08
141,1231,65,3,15,6701.04,4871.89,1829.15
142,3288,369,5,20,19881.35,14652.64,5228.71
143,9125,5,2,15,8210.8,7137.38,1073.42
144,7156,270,5,10,17052.37,13895.33,3157.04
145,7273,427,4,10,15567.83,13664.69,1903.14
146,511,582,5,0,20892.18,13683.3,7208.88
147,3516,576,4,15,3539.9,2394.48,1145.42
148,658,181,3,10,23915.39,20025,3890.39
149,6885,331,2,30,13810.08,11813.05,1997.03
150,3778,438,2,5,7746.51,6811.19,935.32
151,4131,69,4,10,14548.18,11408.79,3139.39
152,4274,566,3,30,9553.53,6115.04,3438.49
153,5017,561,5,0,12720.15,11555.42,1164.73
154,6743,114,5,10,24472.87,22563.92,1908.95
155,5433,546,2,0,1977.57,1614.52,363.05
156,2734,515,2,20,777.72,571.52,-319.26
157,7152,87,4,10,5778.68,3224.41,2554.27
158,7761,342,2,15,22239.34,14779.25,7460.09
159,6611,564,5,30,9249.99,5341.86,3908.13
160,1527,337,4,20,12312.69,7472.17,4840.52
161,6272,209,5,30,5216.15,3931.57,1284.58
162,9804,330,4,5,7718.43,5739.25,1979.18
163,7346,212,1,5,23313.72,17084.99,6228.73
164,8831,154,3,10,24854.44,17699.3,7155.14
165,1243,529,2,0,20814.44,17154.15,3660.29
166,1940,151,3,30,392.58,331.74,60.84
167,4626,9,5,10,13722.83,7814.95,5907.88
168,6159,411,2,15,742.88,653.23,89.65
169,9109,121,1,30,11506.01,9949.94,1556.07
170,2180,561,4,5,13617.69,9458.82,4158.87
171,1902,133,2,5,1457.4,1016.7,440.7
172,280,389,3,30,21244.49,13053.41,8191.08
173,5146,107,3,10,4164.91,3905.56,259.35
174,6107,588,2,0,10035.54,8758.43,1277.11
175,6432,375,5,5,19279.18,13399.74,5879.44
176,2958,400,1,0,12333.3,10753.93,1579.37
177,3442,249,3,30,20432.97,11400.93,-679.33
178,5782,382,3,15,11829.7,9340.57,2489.13
179,8976,300,5,30,12255.4,9713.28,2542.12
180,7191,454,3,5,8064.71,6954.71,1110
181,3183,540,5,20,7773.77,5652.92,2120.85
182,3025,337,1,5,12860.77,9164.97,3695.8
183,416,211,3,15,18522.61,14219.09,4303.52
184,7367,431,2,10,15174.85,10132.96,5041.89
185,1727,243,3,0,20045.31,18079.4,1965.91
186,7956,126,5,30,21909.2,18580.68,3328.52
187,6386,311,5,20,3648.71,3032.04,616.67
188,6694,448,4,5,12155.64,8563.65,3591.99
189,3622,360,2,20,23233.96,18970.1,4263.86
190,7262,169,3,5,589.74,483.34,106.4
191,2174,520,1,15,14899.24,9602.91,5296.33
192,3216,380,1,0,5575.41,3720.32,1855.09
193,2924,423,2,5,8439.44,6281.82,2157.62
194,4164,299,4,0,21481.15,12545.26,8935.89
195,9629,361,2,30,20554.31,11857.97,8696.34
196,7942,591,1,10,1480.26,830.9,649.36
197,3069,77,3,30,2642.12,2035.76,606.36
198,3601,563,2,0,23320.61,15217.05,8103.56
199,3243,68,1,30,2227.13,2042.94,184.19
200,6998,531,2,20,15230.7,11271.97,3958.73
201,1121,19,3,30,20261.54,14481.4,5780.14
202,8838,47,2,15,11016.4,7267.35,3749.05
203,4372,330,1,20,6233.79,3625.53,2608.26
204,5555,135,4,30,14007.92,10110.49,3897.43
205,3104,591,2,0,18741.94,16935.12,1806.82
206,4566,293,1,20,6926.12,6242.74,683.38
207,9387,17,5,30,19974.38,17377.73,2596.65
208,673,470,4,10,23402.63,14639.17,8763.46
209,5126,163,1,20,10477.13,9582.46,894.67
210,147,584,5,20,23645.51,21464.76,2180.75
211,4102,591,4,15,12497.1,11182.55,1314.55
212,9828,259,5,20,15628.87,14073.25,1555.62
213,2721,352,3,15,24388.24,16165.8,8222.44
214,4820,396,2,10,11003.1,7944.33,3058.77
215,1238,299,5,0,3947.48,2617.38,1330.1
216,7673,399,3,5,13023.48,11117.29,1906.19
217,7024,460,5,5,20837.21,16531.01,4306.2
218,1528,283,4,5,17485.17,10392.83,7092.34
219,3563,51,5,15,22672.72,13485.01,9187.71
220,3146,564,3,10,21917.55,20120.4,1797.15
221,1243,373,5,10,4631.54,4111.15,520.39
222,9932,160,2,15,13098.88,10610.62,2488.26
223,5794,71,3,0,17165.07,12556.86,4608.21
224,357,1,3,5,7540.43,6486.88,1053.55
225,720,4,3,15,3319.11,2249.72,1069.39
226,2585,189,1,5,19260.71,18091.17,1169.54
227,5440,90,3,30,4912.06,3572.18,1339.88
228,7759,207,1,15,7817.92,5103.98,2713.94
229,4120,38,1,0,6806.4,5577.75,1228.65
230,4348,63,1,10,2663.73,1554.39,1109.34
231,2451,421,5,0,12671.03,7459.64,5211.39
232,2525,182,5,10,16938.12,14960.85,1977.27
233,44,108,4,5,16778.48,11384.55,5393.93
234,3830,148,5,10,7739.32,6109,1630.32
235,3843,448,1,10,24293.52,19654.55,4638.97
236,4410,274,5,0,21453.53,19192.29,2261.24
237,8988,327,4,15,24770.6,13708.98,11061.62
238,5050,29,4,5,8378.31,5318.3,3060.01
239,3247,219,3,10,17210.37,10474.96,6735.41
240,969,236,2,30,3325.12,1994.03,1331.09
241,4896,94,3,5,5505.37,5010.78,494.59
242,7434,452,3,20,23337.24,19923.47,3413.77
243,169,99,2,15,7535.7,4416.7,3119
244,6974,177,3,15,11916.21,9891.32,2024.89
245,3278,524,2,10,10357.68,9165.38,1192.3
246,3612,168,2,10,19788.82,16584.07,3204.75
247,2496,475,3,30,12191.14,10901,-236.9
248,4325,375,4,0,20227.2,18507.55,1719.65
249,6797,164,1,10,21188.6,13964.31,7224.29
250,4154,355,3,5,14637.39,10462.58,4174.81
251,4887,525,3,0,1384.64,1275.99,108.65
252,8805,564,2,5,17409.93,11144.01,6265.92
253,5187,351,4,10,19685.57,16237.85,3447.72
254,7102,23,4,5,19338.09,18270.04,1068.05
255,3298,227,3,0,13019.23,11343.32,1675.91
256,9340,305,5,15,18752.3,17495.25,1257.05
257,6983,535,2,0,14176.64,10451.99,3724.65
258,527,555,4,20,2890.43,2532.03,358.4
259,2161,238,2,20,8175.17,5772.22,2402.95
260,1987,199,5,0,17504.36,12522.89,4981.47
261,4402,381,3,20,22977.46,14891.72,8085.74
262,2737,285,3,15,9160.97,6925.92,2235.05
263,150,33,2,5,21117.72,16660.95,4456.77
264,2381,563,1,20,4793.72,3769.57,1024.15
265,1084,82,1,20,8475.53,7489.41,986.12
266,3019,582,3,5,2972.52,2629.55,342.97
267,4837,499,2,0,17316.38,13739.18,3577.2
268,9744,512,4,5,24379.62,14620.89,9758.73
269,8226,561,3,5,15450.71,9536.62,5914.09
270,4158,140,5,5,22478.45,16311.02,6167.43
271,6006,220,3,15,21005.37,16249.04,4756.33
272,1120,161,3,10,11555.3,8984.06,2571.24
273,8726,417,3,20,18123.98,11830.57,6293.41
274,7506,93,3,30,23122.01,20918.64,2203.37
275,5329,27,5,5,3495.38,2615.14,880.24
276,383,297,4,10,13655.4,7851.48,5803.92
277,9860,144,1,30,18543.5,10500.41,-434.19
278,9925,590,2,15,17292.71,11054.71,6238
279,2112,400,2,10,14953.18,13493.25,1459.93
280,4538,103,5,5,4846.25,3049.03,1797.22
281,5937,567,4,10,15573.57,12297.62,3275.95
282,2827,196,4,10,20502.16,15418.28,5083.88
283,7913,544,5,15,3458.95,2294.58,1164.37
284,4822,239,4,10,15789.59,8765.02,7024.57
285,491,493,1,10,4191.24,3836.61,354.63
286,1826,168,4,20,7785.51,4635.14,-135.61
287,530,71,1,5,5623.19,3635.86,1987.33
288,867,137,3,15,14758.04,11537.92,3220.12
289,5322,33,2,20,7392.52,5412.42,1980.1
290,3446,465,1,20,16607.44,11991.8,4615.64
291,6387,32,4,30,23209.91,21376.4,1833.51
292,5643,415,3,15,15923.24,12315.53,3607.71
293,6661,234,2,10,5918.52,5540.93,377.59
294,6963,461,2,0,2375.51,1614.56,760.95
295,9066,554,4,30,2277.74,2069.65,208.09
296,1632,549,4,10,7634.94,5557.89,2077.05
297,1132,244,4,10,2839.55,2471.61,367.94
298,2473,15,2,0,5291.52,4298.68,992.84
299,6705,366,3,10,1256.08,812.29,443.79
300,2810,88,2,0,10276.48,8773.8,1502.68
301,7611,568,5,10,23562.86,20198.3,3364.56
302,876,85,1,10,16706.72,15689.33,1017.39
303,7659,98,2,10,17820.77,11294.9,6525.87
304,1340,14,5,0,12469.18,11187.45,1281.73
305,7152,16,3,10,15344.6,8740.47,6604.13
306,3903,381,4,10,13070.76,9786.62,3284.14
307,5674,425,1,30,14698.98,11128.15,3570.83
308,2202,470,4,5,12198.7,7790.35,4408.35
309,9632,128,2,30,5749.7,5105.39,-229.24
310,5416,341,4,5,3923.6,3521.15,402.45
311,9375,353,3,0,22406.72,15325.45,7081.27
312,3211,495,2,0,15141.92,11968.34,3173.58
313,6724,519,2,5,13382.74,7925.1,5457.64
314,5423,240,2,0,11397.42,6536.33,4861.09
315,4027,437,1,0,2493.05,2120.16,372.89
316,2178,555,3,20,24639.9,18194.98,6444.92
317,8141,440,2,15,14200.19,8883.7,5316.49
318,5962,102,3,10,14805.96,13613.57,1192.39
319,5957,484,1,15,7377.95,6881.63,496.32
320,3475,312,5,30,22340.3,12938.83,9401.47
321,8496,146,4,20,16509.65,15109.94,1399.71
322,8920,219,5,0,4377.48,3986.79,390.69
323,5162,568,4,20,23266.85,17188.33,-462.3
324,1420,234,1,10,23676.58,18580.39,5096.19
325,2288,99,5,20,14865.67,10045.08,4820.59
326,3861,392,1,20,9105.86,5153.07,3952.79
327,9129,498,3,15,15135.83,8493.99,6641.84
328,9534,69,3,5,1570.09,1378.29,191.8
329,5119,335,4,30,11928.5,8427.08,-258.36
330,3304,74,2,5,10185.26,6139.89,4045.37
331,8722,74,2,15,13203.66,12377.93,825.73
332,6806,526,2,0,1245.24,753.34,491.9
333,3374,50,5,30,21145.39,16957,4188.39
334,24,33,4,20,9037.87,8435.74,-53.8
335,7616,550,1,20,20496.39,12420.79,8075.6
336,8531,111,2,10,23812.35,19610.77,4201.58
337,2842,411,2,0,8651.32,7900.81,750.51
338,5986,103,2,30,7391.57,5342.04,2049.53
339,2787,165,3,0,11502.99,9342.48,2160.51
340,9916,382,1,20,13499.67,11242.18,-484.77
341,9898,554,1,20,4509.81,3919.66,-130.53
342,451,406,3,15,7464.79,4835.43,2629.36
343,8719,164,2,15,17202.37,10647.15,6555.22
344,4755,293,1,0,23668.42,20704.69,2963.73
345,9154,381,1,5,18849.76,15093.57,3756.19
346,8434,54,2,15,13355.89,11646.34,1709.55
347,8676,341,1,0,12068.43,10735.39,1333.04
348,182,333,4,10,24574,20261.39,4312.61
349,9332,464,1,5,15070.66,12983.87,2086.79
350,3399,338,2,5,7457.68,4454.25,3003.43
351,3715,210,1,0,24961.87,14244.59,10717.28
352,3215,373,4,15,10820.69,8504.82,2315.87
353,7599,301,5,20,8499.7,7793.33,706.37
354,3432,19,3,5,5587.21,4283.06,1304.15
355,6238,532,2,5,21711.67,16315.87,5395.8
356,5760,76,2,20,1631.74,908.05,-573
357,9599,23,5,30,7787.35,5768.59,2018.76
358,8584,472,2,10,8461.16,8027.28,433.88
359,4564,33,4,0,19567.52,16210.76,3356.76
360,1691,329,4,20,3897.4,3555.11,-605.96
361,8432,292,5,20,1124.23,906.18,218.05
362,9242,451,5,0,19952.01,17042.52,2909.49
363,2826,36,3,0,16463.08,15536.72,926.36
364,9344,116,2,0,6309.21,4163.89,2145.32
365,8805,242,5,0,3839.41,3432.7,406.71
366,3986,333,5,5,19269.54,11436.32,7833.22
367,5830,34,2,5,19521.27,16806.71,2714.56
368,3298,274,4,0,14369.82,8557.88,5811.94
369,3192,306,4,0,18275.49,17167.59,1107.9
370,8367,567,4,15,5354.39,4382.27,972.12
371,5161,585,5,5,20687.39,13787.9,6899.49
372,6478,369,3,0,8859.08,6820.9,2038.18
373,4542,194,2,30,15368.44,13141.51,-360.59
374,2320,505,2,20,6174.9,5453.16,721.74
375,8166,247,3,15,15349.25,13523.1,1826.15
376,7825,11,1,0,23650.95,13301.95,10349
377,9476,204,3,30,7896.7,4560.57,3336.13
378,12,250,2,20,1507.09,1092.63,414.46
379,9170,63,1,10,8604.39,6312.71,2291.68
380,8900,333,1,0,6510.59,5450.86,1059.73
381,8338,458,3,30,20445.51,14431.15,6014.36
382,171,430,2,10,15748.31,9917.05,5831.26
383,6666,168,4,15,21464.24,12660.54,8803.7
384,8572,534,2,15,15300.64,12709.02,2591.62
385,1266,316,2,30,17833.96,10959.21,6874.75
386,8485,371,3,0,22749.71,15339.78,7409.93
387,3453,317,5,0,17569.31,10317.04,7252.27
388,9384,463,5,5,18610.29,15560.46,3049.83
389,200,528,4,0,4225.45,2832.14,1393.31
390,460,160,4,10,22807.15,13572.86,9234.29
391,7746,414,5,5,19411.51,18038.54,1372.97
392,2568,380,5,20,14682.32,10287.76,-381.74
393,9726,105,5,5,11882.14,8022.09,3860.05
394,3583,551,4,30,23765.75,20807.44,-385.9
395,8517,113,2,20,4649.47,4053.35,596.12
396,6635,554,2,15,10152.47,8944.74,1207.73
397,1464,484,5,15,6680.82,4513.13,2167.69
398,9228,472,1,0,20699.89,13986.59,6713.3
399,5805,519,3,10,19157.54,13953.11,5204.43
400,9893,252,5,15,8929.9,7522.75,1407.15
401,5527,320,3,30,3529.75,2268.55,-273.06
402,4784,227,5,30,14462.46,8835.47,5626.99
403,7493,222,1,10,1748.57,1128.14,620.43
404,3262,378,1,15,20401.68,12978.21,7423.47
405,9169,311,2,15,12432.63,8276.93,4155.7
406,459,599,2,10,18111.89,9973.64,8138.25
407,4691,326,1,30,7848.56,6042.82,1805.74
408,1497,504,3,10,2191.3,1839.71,351.59
409,4278,545,3,20,10357.04,9819.17,537.87
410,2333,574,4,30,6152.32,3572.04,2580.28
411,5636,109,2,30,4413.39,3968.19,445.2
412,5795,60,3,20,7952.94,6319.55,1633.39
413,1177,548,5,5,8006.86,7241.96,764.9
414,8047,501,4,15,4120.69,2332.9,1787.79
415,5607,288,5,30,19071.2,10918.41,-606.18
416,2546,137,3,15,21746.37,19940.03,1806.34
417,7500,457,5,20,16452.32,12857.25,3595.07
418,1768,452,4,20,24583.58,15992.3,8591.28
419,57,371,4,0,24333.62,15351.94,8981.68
420,6234,442,1,10,4182.24,2891.42,1290.82
421,7683,591,5,15,14342.65,7976.12,6366.53
422,5311,244,2,5,2216.67,1336.24,880.43
423,5881,230,3,5,10995.9,6419.99,4575.91
424,9224,269,3,20,15364.26,9821.53,5542.73
425,7464,392,4,15,2357.66,2007.46,350.2
426,2508,453,2,15,10512.46,8539.87,1972.59
427,8653,411,2,15,606.37,525.47,80.9
428,151,7,1,20,22427.32,18411.58,4015.74
429,8333,550,1,15,23908.89,16084.08,7824.81
430,7621,89,1,10,3073.63,1765.78,1307.85
431,5076,17,3,15,12457.49,9248.48,3209.01
432,1872,21,5,20,9058.41,5449.14,3609.27
433,5918,313,1,10,17984.96,12488.77,5496.19
434,8062,29,3,10,1589.48,1344.42,245.06
435,9567,440,1,0,16217.6,11821.67,4395.93
436,5597,369,3,10,14317.85,11177.79,3140.06
437,4663,265,4,30,21015.53,14997.18,6018.35
438,365,207,5,10,7641.14,7040.6,600.54
439,2376,342,2,10,4195.16,2879.05,1316.11
440,8514,476,2,20,12505.35,6916.92,5588.43
441,8793,183,1,30,22534.6,15765.34,6769.26
442,4797,386,5,0,4273.31,3160.48,1112.83
443,234,298,1,15,20864.61,13017.19,7847.42
444,9675,48,4,30,12125.3,11013.36,1111.94
445,957,234,4,30,8347.6,7802.05,545.55
446,9524,234,4,0,8384.97,7383.99,1000.98
447,6810,108,3,20,24550.26,21220.74,3329.52
448,5375,240,2,15,2128.95,1228.39,900.56
449,8936,355,1,5,838.61,569.02,269.59
450,5819,347,4,0,17964.99,16531.5,1433.49
451,6932,236,5,20,6698.83,5891.66,807.17
452,3632,63,2,10,8841.9,6528.48,2313.42
453,9223,557,5,10,11839.26,8200.82,3638.44
454,8934,291,2,20,6688.32,5753.79,934.53
455,8257,486,1,5,4996.64,4135.78,860.86
456,7857,313,4,5,12955.7,9877.37,3078.33
457,3049,100,4,20,19572.89,10771.49,-138.65
458,160,382,4,15,7032.29,4813.22,2219.07
459,597,41,3,20,5734.81,5336,398.81
460,2663,198,4,30,15723.83,14649.56,1074.27
461,5290,549,5,5,361.98,283.75,78.23
462,2685,424,4,10,23977.21,20581.21,3396
463,7084,442,2,10,22054,13918.58,8135.42
464,5459,47,3,15,13283.47,11275.07,2008.4
465,415,34,4,20,24993.56,23387.99,1605.57
466,5038,565,4,0,21858.86,20426.47,1432.39
467,188,16,3,20,12128.13,9435.57,2692.56
468,9653,299,5,15,14684.46,12906.9,1777.56
469,7450,149,4,30,16269.49,12317.69,3951.8
470,3755,589,4,15,9512.08,7760.39,1751.69
471,3876,266,2,10,16076.26,14734.66,1341.6
472,2445,383,3,20,10461.34,7323.07,3138.27
473,7300,447,5,30,14554.86,10764.08,3790.78
474,8942,529,1,15,24461.28,19510.5,4950.78
475,100,573,1,20,9733.79,8188.37,1545.42
476,3499,6,4,0,15792.7,13099.99,2692.71
477,8890,280,1,20,3694.01,3008.64,-796.02
478,566,481,2,10,16537.18,13993.13,2544.05
479,9385,488,4,15,301.64,179.89,121.75
480,7937,30,5,30,9125.38,5840.12,3285.26
481,8180,345,1,20,4438.77,2493.84,-571.77
482,2335,478,1,0,11684.07,7256.5,4427.57
483,2172,24,5,0,24931.46,14338.94,10592.52
484,6573,53,1,0,1553.75,929.56,624.19
485,8757,409,1,10,19623.35,11021.9,8601.45
486,2037,89,5,15,22669.18,14670.05,7999.13
487,485,579,3,0,15029.3,9048.6,5980.7
488,8091,104,2,0,21322.63,19243.08,2079.55
489,9225,541,1,30,16908.54,13001.6,3906.94
490,761,199,2,30,21670.79,13776.61,7894.18
491,906,484,4,0,11686.34,10758.55,927.79
492,7540,442,2,10,4229.72,3027.81,1201.91
493,4899,154,5,30,13199.69,7565.44,5634.25
494,1302,475,5,30,5131.92,3419.07,-617.01
495,6384,99,3,30,22047.81,19977.05,2070.76
496,6502,38,4,5,14354.45,10405.81,3948.64
497,3950,299,1,0,3980.69,2251.9,1728.79
498,362,115,1,15,15308.21,11565.56,3742.65
499,2219,42,2,20,19705.62,13156.25,6549.37
500,2658,266,5,0,17656.51,15902.15,1754.36
501,6746,430,3,5,24299.22,19838.98,4460.24
502,3381,431,3,30,8333.3,4701.81,3631.49
503,306,36,2,15,7816.16,4705.72,3110.44
504,4207,259,2,10,19543.71,14695.34,4848.37
505,340,14,2,5,12040.93,9340.14,2700.79
506,4177,577,3,15,20648.56,15192.16,5456.4
507,1516,195,1,10,18654.65,17321.64,1333.01
508,1419,43,1,10,15169.46,8365.52,6803.94
509,1832,162,3,10,6899.61,4053.37,2846.24
510,2259,144,3,15,10608.24,7131.85,3476.39
511,996,145,1,20,23015.57,17178.27,5837.3
512,4015,422,4,5,20632.97,18506.67,2126.3
513,5849,428,1,15,4232.29,3713.65,518.64
514,904,112,1,20,20465.78,13743.77,6722.01
515,9882,78,5,15,350.19,195.42,154.77
516,9847,331,4,5,17008.57,15212.38,1796.19
517,9495,134,3,15,19046.71,10974.21,8072.5
518,4291,185,1,20,18937.77,15534.33,3403.44
519,2151,465,4,5,5182.35,4121.18,1061.17
520,3629,466,5,20,1092.73,947.92,144.81
521,6114,560,3,20,5072.29,3177.41,1894.88
522,952,228,1,30,24364.88,22782.64,1582.24
523,7875,586,3,5,13722.29,10751.36,2970.93
524,4180,509,5,10,8178.15,5983.36,2194.79
525,2632,348,2,20,4890.82,3144.5,1746.32
526,4781,316,2,20,21576.41,16808.2,4768.21
527,9941,511,3,10,15483.44,14238.27,1245.17
528,9756,188,5,0,21728.15,15949.12,5779.03
529,6101,210,4,0,20626.89,13844.59,6782.3
530,5587,183,2,20,4703.58,2806.64,1896.94
531,6961,30,4,15,12264.16,7529.58,4734.58
532,2087,139,1,10,3241.46,2301.97,939.49
533,9273,84,5,0,13406.79,7393.82,6012.97
534,1782,73,4,20,7779.11,6087.37,1691.74
535,5577,210,3,20,5504.08,4723.73,-641.52
536,2986,265,3,10,24090.97,17615.78,6475.19
537,1818,15,1,15,12526.57,11295.2,1231.37
538,8595,321,2,15,15747.22,11434.68,4312.54
539,682,26,1,20,387.24,343.49,43.75
540,3823,533,3,10,2408.93,1836.43,572.5
541,4496,433,5,0,11177.48,6749.66,4427.82
542,7502,559,1,0,9947.97,7194.9,2753.07
543,9417,499,5,15,16959.15,13451.95,3507.2
544,2510,169,2,0,21836.64,15250.21,6586.43
